Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
725,20,13286,9,5,2007,2008,340,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,327,64,0,0,0,0,0,2,2009,320000
726,20,6960,4,6,1970,1970,0,375,239,250,864,864,0,0,864,0,0,1,0,3,1,5,0,96,0,0,0,0,0,500,11,2009,120500
727,20,21695,6,9,1988,2007,260,808,0,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,292,44,0,182,0,0,0,12,2009,222000
728,20,7314,7,5,2007,2007,82,724,0,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,132,0,0,0,0,0,0,2,2009,194500
729,90,11475,5,5,1958,1958,95,0,0,1584,1584,1776,0,0,1776,1,0,2,0,4,2,9,0,0,25,0,0,0,0,0,7,2009,110000
730,30,6240,4,5,1925,1950,0,152,0,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,0,23,112,0,0,0,0,1,2009,103000
731,120,5389,8,5,1995,1996,0,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,237,152,0,0,0,0,0,3,2010,236500
732,80,9590,7,5,2003,2003,442,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,160,22,0,0,0,0,0,5,2007,187500
733,60,11404,7,5,1998,1999,202,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,192,84,0,0,0,0,0,7,2008,222500
734,20,10000,5,6,1961,1983,0,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,165,0,0,0,0,0,400,3,2009,131400
735,20,8978,5,5,1968,1968,0,0,0,948,948,948,0,0,948,0,0,1,0,3,1,6,0,147,0,0,0,0,0,0,5,2007,108000
736,75,10800,7,7,1914,1970,0,390,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,0,341,0,0,0,0,0,10,2006,163000
737,90,8544,3,4,1950,1950,0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,7,2006,93500
738,60,10463,8,5,2005,2005,0,0,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,0,116,0,0,0,0,0,6,2006,239900
739,90,10800,5,5,1987,1988,0,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,120,0,0,0,0,0,0,3,2009,179000
740,60,9313,7,5,2004,2004,0,0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,187,56,0,0,0,0,0,4,2009,190000
741,70,9600,5,7,1910,2002,0,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,270,0,112,0,0,0,0,5,2007,132000
742,20,6768,6,8,1961,1996,0,832,0,80,912,912,0,0,912,1,1,1,0,3,1,5,0,168,0,0,0,0,0,0,5,2008,142000
743,20,8450,7,5,2000,2001,108,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,120,55,0,0,0,0,0,12,2007,179000
744,80,12886,5,6,1963,1999,0,444,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,302,0,0,0,100,0,0,10,2009,175000
745,120,5395,8,5,1993,1993,0,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,96,0,70,168,0,0,0,10,2008,180000
746,60,8963,8,9,1976,1996,289,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,0,204,0,0,0,0,0,7,2008,299800
747,60,8795,7,5,2000,2000,0,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,224,54,0,0,0,0,0,4,2009,236000
748,70,11700,7,7,1880,2003,0,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,181,0,386,0,0,0,0,5,2009,265979
749,20,10593,7,5,1996,1996,338,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,240,56,154,0,0,0,0,3,2010,260400
750,50,8405,4,3,1945,1950,0,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,92,0,185,0,0,0,0,4,2009,98000
751,50,8800,4,7,1910,2004,0,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,0,160,0,0,0,0,0,6,2010,96500
752,60,7750,7,5,2003,2003,0,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,0,48,0,0,0,0,0,8,2007,162000
753,20,9236,6,5,1997,1997,0,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,168,27,0,0,0,0,0,7,2006,217000
754,60,10240,8,5,2005,2005,178,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,192,52,0,0,0,0,0,3,2006,275500
755,20,7930,6,8,1969,2005,0,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,171,48,0,0,0,0,0,7,2009,156000
756,160,3230,6,5,1999,1999,894,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,0,24,0,0,0,0,0,3,2009,172500
757,60,10769,8,5,2007,2007,0,20,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,144,105,0,0,0,0,0,4,2009,212000
758,60,11616,6,5,1978,1978,328,438,0,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,335,0,0,0,0,0,0,4,2010,158900
759,160,2280,7,5,1999,1999,360,549,0,195,744,757,744,0,1501,0,0,2,1,3,1,6,0,0,0,0,0,0,0,0,8,2008,179400
760,60,12257,8,5,1995,1995,513,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,222,98,0,0,0,0,0,11,2007,290000
761,20,9100,6,6,1959,1959,0,612,0,252,864,864,0,0,864,0,0,1,0,2,1,5,0,0,0,0,0,0,0,450,10,2009,127500
762,30,6911,5,5,1924,1950,0,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,10,2009,100000
763,60,8640,7,5,2009,2009,0,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,169,45,0,0,0,0,0,6,2010,215200
764,60,9430,8,5,1999,1999,673,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,0,128,0,0,180,0,0,7,2009,337000
765,120,9549,8,5,1995,1996,0,437,1057,0,1494,1494,0,0,1494,1,0,1,1,2,1,6,1,0,30,0,0,216,0,0,4,2006,270000
766,20,14587,9,5,2008,2008,284,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,0,174,0,0,0,0,0,8,2008,264132
767,60,10421,7,5,1988,1988,42,394,0,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,228,66,156,0,0,0,500,3,2010,196500
768,50,12508,6,7,1940,1985,0,660,0,323,983,983,767,0,1750,1,0,2,0,4,1,7,0,245,0,156,0,0,0,1300,7,2008,160000
769,20,9100,7,5,2004,2005,0,24,0,1836,1860,1836,0,0,1836,0,0,2,0,3,1,8,1,120,33,0,0,0,0,0,10,2006,216837
770,60,53504,8,5,2003,2003,603,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,503,36,0,0,210,0,0,6,2010,538000
771,85,7252,5,5,1982,1982,0,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,120,0,0,0,0,0,0,4,2009,134900
772,20,8877,4,5,1951,1951,0,836,0,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,0,0,0,0,0,0,0,4,2006,102000
773,80,7819,6,5,1976,1976,0,422,127,480,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,144,0,0,0,0,0,0,3,2010,107000
774,20,10150,5,5,1958,1958,1,456,0,456,912,912,0,0,912,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,7,2007,114500
775,20,14226,8,5,2006,2006,375,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,315,45,0,0,0,0,0,7,2007,395000
776,120,4500,6,5,1998,1998,320,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,0,247,0,0,0,0,0,6,2009,162000
777,20,11210,7,5,2005,2006,240,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,144,59,0,0,0,0,0,7,2006,221500
778,20,13350,5,5,1974,1974,0,762,0,102,864,894,0,0,894,1,0,1,0,3,1,5,1,241,0,0,0,0,0,0,6,2006,142500
779,90,8400,5,5,1977,1977,320,0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,0,0,0,0,0,0,0,10,2007,144000
780,90,10530,6,5,1977,1977,90,975,0,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,0,0,0,0,0,0,0,5,2006,135000
781,20,7875,7,5,1995,1996,38,0,0,1237,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,220,21,0,0,0,0,0,6,2007,176000
782,60,7153,6,5,1992,1992,0,387,0,374,761,810,793,0,1603,0,0,2,1,3,1,7,0,0,124,0,0,0,0,0,7,2006,175900
783,20,16285,7,5,2001,2002,0,0,0,1413,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,0,33,0,0,0,0,0,6,2009,187100
784,85,9101,5,6,1978,1978,104,1097,0,0,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,303,30,0,0,0,0,0,7,2009,165500
785,75,6300,6,6,1914,2001,0,0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,0,291,134,0,0,0,0,6,2008,128000
786,20,9790,6,5,1967,1967,0,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,0,0,0,0,197,0,0,9,2009,161500
787,50,10800,5,6,1915,1950,0,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,0,0,196,0,0,0,1200,6,2010,139000
788,60,10142,7,5,2004,2004,0,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,0,45,0,0,0,0,0,1,2010,233000
789,20,6000,4,7,1954,2000,0,0,0,901,901,901,0,0,901,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,8,2008,107900
790,60,12205,6,8,1966,2007,157,568,0,264,832,976,1111,0,2087,0,0,2,1,5,1,9,0,133,168,0,0,0,0,0,7,2007,187500
791,120,3182,7,5,2005,2006,11,16,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,100,16,0,0,0,0,0,9,2009,160200
792,80,11333,6,5,1976,1976,0,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,120,0,0,0,0,0,0,5,2007,146800
793,60,9920,7,5,1996,1997,0,862,0,255,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,180,130,0,0,0,0,0,6,2007,269790
794,20,9158,8,5,2007,2007,140,0,0,1496,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,168,130,0,0,0,0,0,6,2007,225000
795,60,10832,7,5,1994,1996,0,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,143,46,0,0,0,0,500,10,2008,194500
796,60,8400,6,6,1980,1981,130,0,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,0,50,0,0,204,0,0,4,2010,171000
797,20,8197,6,5,1977,1977,148,0,0,660,660,1285,0,0,1285,0,0,1,1,3,1,7,1,138,0,0,0,0,0,0,4,2007,143500
798,20,7677,5,5,1953,1953,0,570,0,203,773,773,0,0,773,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,4,2008,110000
799,60,13518,9,5,2008,2009,860,0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,144,78,0,0,0,0,0,7,2009,485000
800,50,7200,5,7,1937,1950,252,569,0,162,731,981,787,0,1768,1,0,1,1,3,1,7,2,0,0,264,0,0,0,0,6,2007,175000
801,60,12798,6,5,1997,1997,0,462,0,154,616,616,1072,0,1688,1,0,2,1,4,1,8,0,403,114,185,0,0,0,400,5,2008,200000
802,30,4800,4,7,1916,1990,0,197,0,999,1196,1196,0,0,1196,1,0,1,0,2,1,5,0,0,0,0,0,0,0,0,7,2007,109900
803,60,8199,7,5,2005,2005,0,648,0,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,36,18,0,0,0,0,0,10,2008,189000
804,60,13891,9,5,2008,2009,424,0,0,1734,1734,1734,1088,0,2822,0,0,3,1,4,1,12,1,52,170,0,0,192,0,0,1,2009,582933
805,20,9000,5,5,1954,1954,0,812,0,124,936,1128,0,0,1128,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,6,2006,118000
806,20,12274,7,5,2008,2008,256,0,0,1417,1417,1428,0,0,1428,0,0,2,0,3,1,6,0,0,60,0,0,0,0,0,7,2008,227680
807,80,9750,5,5,1967,1967,0,400,480,100,980,980,0,0,980,0,0,2,0,3,1,6,0,68,0,0,0,0,0,0,10,2006,135500
808,70,21384,5,6,1923,2004,0,1309,0,15,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,0,312,0,0,0,0,0,5,2009,223500
809,80,13400,5,5,1966,1966,1047,516,128,380,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,0,0,0,0,0,0,0,6,2006,159950
810,75,8100,5,5,1898,1965,0,0,0,849,849,1075,1063,0,2138,0,0,2,0,2,3,11,0,40,156,0,0,0,0,0,11,2009,106000
811,20,10140,6,6,1974,1999,99,663,377,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,265,0,0,0,0,648,0,1,2006,181000
812,120,4438,6,5,2004,2004,169,662,0,186,848,848,0,0,848,1,0,1,0,1,1,4,1,140,0,0,0,0,0,0,6,2008,144500
813,20,8712,5,5,1952,1952,0,0,0,540,540,1044,0,0,1044,0,0,1,0,2,1,4,0,0,0,0,0,0,0,54,6,2010,55993
814,20,9750,6,6,1958,1958,243,608,0,834,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,0,0,275,0,0,0,500,4,2007,157900
815,50,8248,5,7,1918,1950,0,0,0,686,686,686,564,0,1250,0,1,1,1,3,1,7,0,207,0,96,0,0,0,0,7,2006,116000
816,20,12137,7,5,1998,1998,442,0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,0,34,0,0,0,0,0,5,2010,224900
817,20,11425,5,6,1954,1954,0,486,0,522,1008,1008,0,0,1008,0,0,1,0,2,1,4,1,0,0,120,0,0,0,0,7,2006,137000
818,20,13265,8,5,2002,2002,148,1218,0,350,1568,1689,0,0,1689,1,0,2,0,3,1,7,2,150,59,0,0,0,0,0,7,2008,271000
819,80,8816,6,7,1971,1971,80,504,0,506,1010,1052,0,0,1052,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,6,2010,155000
820,120,6371,7,5,2009,2010,128,733,0,625,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,192,35,0,0,0,0,0,6,2010,224000
821,60,7226,7,5,2003,2003,0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,0,45,0,0,0,0,0,6,2008,183000
822,20,6000,4,4,1953,1953,0,0,0,936,936,936,0,0,936,0,0,1,0,2,1,4,0,0,32,112,0,0,0,0,2,2009,93000
823,60,12394,7,5,2003,2003,0,0,0,847,847,847,886,0,1733,0,0,2,1,3,1,7,1,100,48,0,0,0,0,0,10,2007,225000
824,50,9900,6,7,1940,1950,0,0,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,335,0,0,0,0,0,0,7,2009,139500
825,20,11216,8,5,2006,2006,0,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,0,140,0,0,0,0,0,6,2006,232600
826,20,14803,10,5,2007,2008,816,1636,0,442,2078,2084,0,0,2084,1,0,2,0,2,1,7,1,188,45,0,0,0,0,0,6,2008,385000
827,45,6130,5,6,1924,1950,0,784,0,0,784,784,0,0,784,1,0,1,0,2,1,5,0,0,0,116,0,0,0,0,5,2008,109500
828,20,8529,7,5,2001,2001,0,20,0,1434,1454,1434,0,0,1434,0,0,2,0,3,1,6,1,290,39,0,0,0,0,0,4,2009,189000
829,60,28698,5,5,1967,1967,0,249,764,0,1013,1160,966,0,2126,0,1,2,1,3,1,7,0,486,0,0,0,225,0,0,6,2009,185000
830,160,2544,7,5,2005,2005,0,0,0,600,600,520,623,80,1223,0,0,2,1,2,1,4,0,0,166,0,0,0,0,0,7,2006,147400
831,20,11900,6,5,1957,1957,387,1040,0,352,1392,1392,0,0,1392,1,0,1,1,3,1,6,2,0,0,0,0,192,0,0,6,2008,166000
832,160,3180,7,5,2005,2005,0,0,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,0,166,0,0,0,0,0,6,2006,151000
833,60,9548,7,6,2003,2003,223,483,0,458,941,941,888,0,1829,1,0,2,1,3,1,7,1,192,39,0,0,0,0,0,1,2010,237000
834,20,10004,6,6,1964,1964,180,196,345,975,1516,1516,0,0,1516,0,0,1,1,3,1,6,0,0,0,0,0,152,0,0,2,2009,167000
835,20,7875,5,6,1961,1961,136,572,0,572,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,9,2008,139950
836,20,9600,4,7,1950,1995,0,442,0,625,1067,1067,0,0,1067,0,0,2,0,2,1,4,0,290,0,0,0,0,0,0,2,2010,128000
837,30,8100,5,6,1948,1973,0,338,0,1221,1559,1559,0,0,1559,1,0,1,0,2,1,5,0,0,116,230,0,0,0,0,6,2007,153500
838,160,1680,6,5,1973,1973,158,330,0,153,483,483,504,0,987,1,0,1,1,2,1,5,0,0,0,0,0,0,0,0,11,2008,100000
839,20,9525,5,6,1995,2006,0,0,0,1099,1099,1099,0,0,1099,0,0,1,1,3,1,6,0,278,0,0,0,0,0,0,6,2008,144000
840,50,11767,5,6,1946,1995,0,352,0,416,768,768,432,0,1200,0,0,1,0,3,1,6,0,0,0,0,0,0,0,0,5,2008,130500
841,70,12155,6,8,1925,1950,0,156,0,516,672,810,672,0,1482,0,0,2,0,4,1,7,0,0,0,254,0,0,0,0,3,2008,140000
842,70,10440,5,8,1904,2002,0,0,0,650,650,958,581,0,1539,0,0,2,0,3,1,8,1,70,78,68,0,0,0,0,6,2008,157500
843,80,9020,6,7,1966,1966,183,312,539,276,1127,1165,0,0,1165,1,0,1,1,3,1,6,0,0,129,0,0,0,0,0,5,2008,174900
844,90,8000,5,4,1961,1961,0,0,0,1800,1800,1800,0,0,1800,0,0,2,0,6,2,10,0,0,0,0,0,0,0,0,7,2007,141000
845,50,12665,5,8,1915,1950,0,0,0,876,876,876,540,0,1416,0,0,1,1,4,1,7,1,418,0,194,0,0,0,0,6,2008,153900
846,85,16647,5,5,1975,1981,0,1390,0,0,1390,1701,0,0,1701,1,0,2,0,3,1,6,2,0,0,0,0,0,0,0,1,2007,171000
847,60,9317,7,5,1993,1993,137,513,0,227,740,1006,769,0,1775,1,0,2,1,3,1,7,1,234,72,192,0,0,0,0,7,2009,213000
848,20,15523,5,6,1972,1972,0,460,0,404,864,864,0,0,864,1,0,1,0,3,1,5,1,0,0,0,0,0,0,0,8,2009,133500
849,50,45600,6,8,1908,1997,0,0,0,907,907,1307,1051,0,2358,0,0,3,0,5,1,10,1,486,40,0,0,175,0,0,9,2008,240000
850,80,9600,6,7,1976,1994,360,0,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,113,100,0,0,0,0,0,8,2007,187000
851,120,4435,6,5,2003,2003,170,659,0,189,848,848,0,0,848,1,0,1,0,1,1,3,0,140,0,0,0,0,0,0,11,2007,131500
852,120,3196,8,5,2003,2003,40,0,0,1273,1273,1456,0,0,1456,0,0,2,0,2,1,7,1,143,20,0,0,0,0,0,5,2006,215000
853,75,7128,7,5,1941,1950,0,364,0,554,918,918,728,0,1646,0,0,2,0,4,1,7,2,0,0,0,0,126,0,0,8,2007,164000
854,80,12095,6,6,1964,1964,115,564,0,563,1127,1445,0,0,1445,0,0,1,1,3,1,7,1,180,0,0,0,0,0,0,8,2009,158000
855,20,17920,5,4,1955,1974,0,306,1085,372,1763,1779,0,0,1779,1,0,1,1,3,1,6,1,0,418,0,0,312,0,0,7,2006,170000
856,20,6897,5,8,1962,2010,0,659,0,381,1040,1040,0,0,1040,1,0,1,1,3,1,6,0,0,104,0,0,0,0,0,4,2010,127000
857,80,10970,6,6,1978,1978,0,505,435,0,940,1026,0,0,1026,1,0,1,0,3,1,5,0,0,0,34,0,0,0,0,10,2008,147000
858,60,8125,6,5,1994,1995,0,0,0,702,702,702,779,0,1481,0,0,2,1,3,1,6,1,0,36,0,0,0,0,0,3,2009,174000
859,20,10400,7,5,1976,1976,189,0,0,1090,1090,1370,0,0,1370,0,0,2,0,3,1,6,1,0,0,0,0,0,0,0,6,2009,152000
860,60,11029,6,7,1968,1984,220,619,0,435,1054,1512,1142,0,2654,1,0,2,1,4,1,9,1,0,65,0,0,222,0,0,8,2006,250000
861,50,7642,7,8,1918,1998,0,0,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,0,240,0,0,0,0,0,6,2007,189950
862,190,11625,5,4,1965,1965,0,841,0,198,1039,1039,0,0,1039,1,0,1,1,3,1,6,0,0,0,0,0,0,0,0,4,2010,131500
863,20,9672,6,5,1984,1985,0,338,0,702,1040,1097,0,0,1097,0,0,2,0,3,1,6,0,0,0,0,0,0,0,0,5,2010,152000
864,20,7931,5,5,1959,1959,0,1148,0,0,1148,1148,0,0,1148,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,7,2009,132500
865,20,8640,7,5,2007,2008,0,0,0,1372,1372,1372,0,0,1372,0,0,2,0,3,1,6,0,0,140,0,0,0,0,0,5,2008,250580
866,20,8750,5,6,1970,1970,76,828,0,174,1002,1002,0,0,1002,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,8,2009,148500
867,20,10656,8,5,2006,2007,274,0,0,1638,1638,1646,0,0,1646,0,0,2,0,3,1,6,1,192,80,0,0,0,0,0,11,2007,248900
868,20,6970,4,5,1961,1961,0,932,0,108,1040,1120,0,0,1120,1,0,1,1,3,1,5,0,168,0,0,0,0,0,400,5,2007,129000
869,60,14762,5,6,1948,1950,0,0,0,0,0,1547,720,53,2320,0,0,2,0,2,1,7,1,120,144,0,0,0,0,0,5,2006,169000
870,60,9938,7,5,1993,1994,246,750,0,300,1050,1062,887,0,1949,1,0,2,1,3,1,8,1,156,90,0,0,0,0,0,6,2010,236000
871,20,6600,5,5,1962,1962,0,0,0,894,894,894,0,0,894,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,8,2009,109500
872,60,8750,6,5,1998,1998,116,505,0,299,804,804,878,0,1682,0,0,2,1,3,1,7,0,0,77,0,0,0,0,0,6,2010,200500
873,20,8892,5,7,1953,1996,0,0,0,105,105,910,0,0,910,0,0,1,0,3,1,5,0,196,0,150,0,0,0,0,10,2008,116000
874,40,12144,5,7,1949,1950,0,375,0,457,832,1036,0,232,1268,0,0,1,0,3,1,6,1,0,28,0,0,0,0,0,9,2009,133000
875,50,5720,5,6,1941,1950,0,0,0,676,676,676,455,0,1131,0,0,1,1,3,1,5,0,26,0,0,0,0,0,0,8,2009,66500
876,60,9000,8,5,2007,2007,0,64,0,1120,1184,1184,1426,0,2610,0,0,2,1,4,1,11,1,208,364,0,0,0,0,0,8,2007,303477
877,20,25286,4,5,1963,1963,0,633,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,1,2007,132250
878,60,8834,9,5,2004,2005,216,1170,0,292,1462,1462,762,0,2224,1,0,2,1,4,1,10,1,184,0,0,0,0,0,0,6,2009,350000
879,85,11782,5,7,1961,1995,0,899,0,210,1109,1155,0,0,1155,1,0,1,0,3,1,6,0,192,0,0,0,0,0,400,6,2010,148000
880,20,7000,5,8,1978,2005,90,646,0,218,864,864,0,0,864,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,7,2009,136500
881,20,7024,5,5,2005,2006,0,980,0,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,0,49,0,0,0,0,0,6,2007,157000
882,50,13758,7,5,1990,1991,117,902,0,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,168,36,0,0,0,0,0,4,2007,187500
883,60,9636,6,5,1992,1993,0,0,0,808,808,808,785,0,1593,0,0,2,1,3,1,7,1,342,40,0,0,0,0,0,12,2009,178000
884,75,6204,4,5,1912,1950,0,0,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,0,188,0,0,0,0,0,3,2006,118500
885,20,7150,5,5,1967,1967,60,432,0,460,892,892,0,0,892,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,7,2009,100000
886,120,5119,9,5,1999,2000,60,1238,0,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,97,65,0,0,0,0,0,1,2008,328900
887,90,8393,5,5,1959,2005,122,528,0,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,272,54,0,0,0,0,0,6,2006,145000
888,50,16466,5,7,1955,1955,0,0,0,816,816,872,521,0,1393,0,0,1,1,3,1,8,0,121,0,0,0,265,0,0,4,2008,135500
889,20,15865,8,6,1970,1970,0,351,823,1043,2217,2217,0,0,2217,1,0,2,0,4,1,8,1,81,207,0,0,224,0,0,10,2007,268000
890,20,12160,6,4,1953,1953,90,1024,0,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,0,0,0,162,0,0,0,2,2009,149500
891,50,8064,5,7,1949,2006,0,0,0,672,672,672,252,0,924,0,0,1,0,3,1,6,1,0,0,0,0,0,0,2000,7,2007,122900
892,60,11184,6,5,1978,1978,92,226,500,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,243,0,0,0,0,0,0,7,2009,172500
893,20,8414,6,8,1963,2003,0,663,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,192,0,0,0,0,0,0,2,2006,154500
894,20,13284,5,5,1954,1954,0,1064,0,319,1383,1383,0,0,1383,1,0,1,0,3,1,6,1,511,116,0,0,0,0,0,6,2008,165000
895,90,7018,5,5,1979,1979,0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,6,2009,118858
896,60,7056,6,5,1963,1963,415,400,0,380,780,983,813,0,1796,1,0,1,1,4,1,8,1,0,50,0,0,0,0,0,10,2008,140000
897,30,8765,4,6,1936,1950,0,285,0,666,951,951,0,0,951,0,0,1,0,2,1,6,0,0,28,0,0,0,0,0,4,2006,106500
898,90,7018,5,5,1979,1979,0,0,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,154,0,0,0,0,0,0,6,2009,142953
899,20,12919,9,5,2009,2010,760,2188,0,142,2330,2364,0,0,2364,1,0,2,1,2,1,11,2,0,67,0,0,0,0,0,3,2010,611657
900,20,6993,5,7,1961,1994,0,465,0,447,912,1236,0,0,1236,0,0,1,0,3,1,6,1,0,0,0,0,0,0,0,6,2006,135000
901,20,7340,4,6,1971,1971,0,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,6,2007,110000
902,20,8712,5,7,1957,2000,0,860,0,132,992,1306,0,0,1306,1,0,1,0,2,1,5,0,0,0,0,0,0,0,0,5,2009,153000
903,60,7875,7,5,2003,2003,0,0,0,783,783,807,702,0,1509,0,0,2,1,3,1,8,1,0,75,0,0,0,0,0,7,2006,180000
904,20,14859,7,5,2006,2006,27,0,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,144,60,0,0,0,0,0,8,2006,240000
905,20,6173,5,6,1967,1967,75,599,0,277,876,902,0,0,902,0,0,1,0,3,1,6,0,0,0,0,0,0,0,0,8,2007,125500
906,20,9920,5,5,1954,1954,110,354,290,412,1056,1063,0,0,1063,1,0,1,0,3,1,6,0,0,0,164,0,0,0,0,2,2010,128000
